"pacto2","Número Distrito...7","Comuna","n_candidatos","votos","totalvotos","votos_w","pactoid","p_candidatos","votos_w2","total_w","indice_electoral"
"Del pueblo",10,"SANTIAGO",7,10574,876755,127.526476609771,"Del pueblo10",0.0514705882352941,6.5638627666794,574.775666729957,0.0114198689099399
"Del pueblo",11,"LA REINA",6,5265,876755,31.6168427896048,"Del pueblo11",0.0441176470588235,1.3948607113061,574.775666729957,0.00242679151544777
"Del pueblo",11,"LAS CONDES",6,5848,876755,39.0064544827232,"Del pueblo11",0.0441176470588235,1.72087299188485,574.775666729957,0.00299399068453146
"Del pueblo",11,"LO BARNECHEA",6,2077,876755,4.92033578365678,"Del pueblo11",0.0441176470588235,0.21707363751427,574.775666729957,0.000377666714301348
"Del pueblo",11,"PEÑALOLEN",6,18099,876755,373.620681946496,"Del pueblo11",0.0441176470588235,16.4832653799925,574.775666729957,0.028677736957394
"Del pueblo",11,"VITACURA",6,858,876755,0.839646195345336,"Del pueblo11",0.0441176470588235,0.0370432145005295,574.775666729957,6.44481258423441e-05
"Del pueblo",12,"LA FLORIDA",6,22851,876755,595.569116800018,"Del pueblo12",0.0441176470588235,26.2751080941185,574.775666729957,0.0457136751171185
"Del pueblo",12,"LA PINTANA",6,8245,876755,77.5359421959384,"Del pueblo12",0.0441176470588235,3.42070333217375,574.775666729957,0.00595137116996444
"Del pueblo",12,"PIRQUE",6,1194,876755,1.62603692023427,"Del pueblo12",0.0441176470588235,0.071736922951512,574.775666729957,0.000124808559415261
"Del pueblo",12,"PUENTE ALTO",6,35284,876755,1419.96413593307,"Del pueblo12",0.0441176470588235,62.6454765852826,574.775666729957,0.108991177273889
"Del pueblo",12,"SAN JOSE DE MAIPO",6,668,876755,0.508949478474602,"Del pueblo12",0.0441176470588235,0.0224536534621148,574.775666729957,3.90650731438568e-05
"Del pueblo",13,"EL BOSQUE",6,12704,876755,184.078352561434,"Del pueblo13",0.0441176470588235,8.12110378947503,574.775666729957,0.0141291711872182
"Del pueblo",13,"LA CISTERNA",6,7822,876755,69.7842430325461,"Del pueblo13",0.0441176470588235,3.07871660437704,574.775666729957,0.00535637951044905
"Del pueblo",13,"LO ESPEJO",6,8638,876755,85.1036424086547,"Del pueblo13",0.0441176470588235,3.75457245920535,574.775666729957,0.00653223975288665
"Del pueblo",13,"PEDRO AGUIRRE CERDA",6,10559,876755,127.164921785447,"Del pueblo13",0.0441176470588235,5.61021713759327,574.775666729957,0.00976070745915742
"Del pueblo",13,"SAN MIGUEL",6,10112,876755,116.626131587502,"Del pueblo13",0.0441176470588235,5.14527051121331,574.775666729957,0.00895178903533972
"Del pueblo",13,"SAN RAMON",6,8902,876755,90.3851178493422,"Del pueblo13",0.0441176470588235,3.98757872864745,574.775666729957,0.00693762620699269
"Del pueblo",14,"ALHUE",5,413,876755,0.1945457967163,"Del pueblo14",0.0367647058823529,0.00715241899692281,574.775666729957,1.24438444612917e-05
"Del pueblo",14,"BUIN",5,4976,876755,28.2411574499147,"Del pueblo14",0.0367647058823529,1.03827784742334,574.775666729957,0.00180640536390547
"Del pueblo",14,"CALERA DE TANGO",5,1576,876755,2.83291911651488,"Del pueblo14",0.0367647058823529,0.104151438107165,574.775666729957,0.000181203631496281
"Del pueblo",14,"CURACAVI",5,1871,876755,3.99272430724661,"Del pueblo14",0.0367647058823529,0.146791334825243,574.775666729957,0.000255388916619201
"Del pueblo",14,"EL MONTE",5,4864,876755,26.9841586304042,"Del pueblo14",0.0367647058823529,0.992064655529565,574.775666729957,0.0017260032269175
"Del pueblo",14,"ISLA DE MAIPO",5,3129,876755,11.1669063763537,"Del pueblo14",0.0367647058823529,0.410548028542416,574.775666729957,0.000714275242162088
"Del pueblo",14,"MARIA PINTO",5,726,876755,0.60116680258453,"Del pueblo14",0.0367647058823529,0.0221017206832548,574.775666729957,3.84527772530751e-05
"Del pueblo",14,"MELIPILLA",5,3618,876755,14.929967892969,"Del pueblo14",0.0367647058823529,0.548895878417976,574.775666729957,0.000954974105881661
"Del pueblo",14,"PADRE HURTADO",5,4881,876755,27.1731110743594,"Del pueblo14",0.0367647058823529,0.999011436557332,574.775666729957,0.00173808930054565
"Del pueblo",14,"PAINE",5,2273,876755,5.89278532771413,"Del pueblo14",0.0367647058823529,0.216646519401255,574.775666729957,0.000376923610273572
"Del pueblo",14,"PEÑAFLOR",5,8280,876755,78.1956190726029,"Del pueblo14",0.0367647058823529,2.87483893649276,574.775666729957,0.00500167126567559
"Del pueblo",14,"SAN BERNARDO",5,19250,876755,422.652280283546,"Del pueblo14",0.0367647058823529,15.5386867751304,574.775666729957,0.0270343503988849
"Del pueblo",14,"SAN PEDRO",5,298,876755,0.10128713266534,"Del pueblo14",0.0367647058823529,0.00372379164210808,574.775666729957,6.47868700373776e-06
"Del pueblo",14,"TALAGANTE",5,6660,876755,50.5906439085035,"Del pueblo14",0.0367647058823529,1.85995014369498,574.775666729957,0.00323595839447537
"Del pueblo",15,"CODEGUA",5,1344,876755,2.06025172368564,"Del pueblo15",0.0367647058823529,0.0757445486649131,574.775666729957,0.000131781063551007
"Del pueblo",15,"COINCO",5,615,876755,0.431391893972661,"Del pueblo15",0.0367647058823529,0.0158599961019361,574.775666729957,2.75933673256691e-05
"Del pueblo",15,"COLTAUCO",5,638,876755,0.464261965999624,"Del pueblo15",0.0367647058823529,0.0170684546323391,574.775666729957,2.96958546095833e-05
"Del pueblo",15,"DOÑIHUE",5,1555,876755,2.75792553221824,"Del pueblo15",0.0367647058823529,0.101394321037435,574.775666729957,0.000176406773818893
"Del pueblo",15,"GRANEROS",5,1357,876755,2.10030054005965,"Del pueblo15",0.0367647058823529,0.0772169316198402,574.775666729957,0.000134342728980067
"Del pueblo",15,"MACHALI",5,3078,876755,10.8058511214649,"Del pueblo15",0.0367647058823529,0.397273938289152,574.775666729957,0.000691180857654158
"Del pueblo",15,"MALLOA",5,875,876755,0.873248512982532,"Del pueblo15",0.0367647058823529,0.0321047247420049,574.775666729957,5.58560958654647e-05
"Del pueblo",15,"MOSTAZAL",5,1906,876755,4.14350189049392,"Del pueblo15",0.0367647058823529,0.152334628326982,574.775666729957,0.000265033189720178
"Del pueblo",15,"OLIVAR",5,1366,876755,2.1282524764615,"Del pueblo15",0.0367647058823529,0.0782445763404962,574.775666729957,0.000136130634732067
"Del pueblo",15,"QUINTA DE TILCOCO",5,1051,876755,1.25987419518566,"Del pueblo15",0.0367647058823529,0.0463189042347668,574.775666729957,8.05860562926866e-05
"Del pueblo",15,"RANCAGUA",5,16657,876755,316.457447063319,"Del pueblo15",0.0367647058823529,11.6344649655632,574.775666729957,0.0202417493276196
"Del pueblo",15,"RENGO",5,3268,876755,12.18108137393,"Del pueblo15",0.0367647058823529,0.447833874041544,574.775666729957,0.000779145499650991
"Del pueblo",15,"REQUINOA",5,1410,876755,2.26756619580156,"Del pueblo15",0.0367647058823529,0.0833664042574104,574.775666729957,0.000145041638125884
"Del pueblo",17,"CONSTITUCION",7,1420,876755,2.29984431226511,"Del pueblo17",0.0514705882352941,0.118374339601881,574.775666729957,0.000205948766542853
"Del pueblo",17,"CUREPTO",7,294,876755,0.098586264121676,"Del pueblo17",0.0514705882352941,0.00507429300626273,574.775666729957,8.8283017183585e-06
"Del pueblo",17,"CURICO",7,7131,876755,57.9992825817931,"Del pueblo17",0.0514705882352941,2.98525719170994,574.775666729957,0.00519377796331187
"Del pueblo",17,"EMPEDRADO",7,195,876755,0.0433701547182508,"Del pueblo17",0.0514705882352941,0.00223228737520409,574.775666729957,3.88375413994842e-06
"Del pueblo",17,"HUALAÑE",7,401,876755,0.183404713973687,"Del pueblo17",0.0514705882352941,0.00943994851335154,574.775666729957,1.64237093874516e-05
"Del pueblo",17,"LICANTEN",7,393,876755,0.176159816596427,"Del pueblo17",0.0514705882352941,0.0090670493836396,574.775666729957,1.57749360463088e-05
"Del pueblo",17,"MAULE",7,1041,876755,1.23601348153133,"Del pueblo17",0.0514705882352941,0.0636183409611713,574.775666729957,0.000110683775677408
"Del pueblo",17,"MOLINA",7,3647,876755,15.1702687751995,"Del pueblo17",0.0514705882352941,0.780822657547031,574.775666729957,0.00135848245279646
"Del pueblo",17,"PELARCO",7,266,876755,0.0807021345757937,"Del pueblo17",0.0514705882352941,0.00415378633845997,574.775666729957,7.2267957377039e-06
"Del pueblo",17,"PENCAHUE",7,372,876755,0.157836567798302,"Del pueblo17",0.0514705882352941,0.00812394098961847,574.775666729957,1.4134107374165e-05
"Del pueblo",17,"RAUCO",7,691,876755,0.544600258909273,"Del pueblo17",0.0514705882352941,0.0280308956791538,574.775666729957,4.87684105324579e-05
"Del pueblo",17,"RIO CLARO",7,545,876755,0.338777651681485,"Del pueblo17",0.0514705882352941,0.0174370850130176,574.775666729957,3.03372011418325e-05
"Del pueblo",17,"ROMERAL",7,587,876755,0.393004887340249,"Del pueblo17",0.0514705882352941,0.0202281927307481,574.775666729957,3.51931960617459e-05
"Del pueblo",17,"SAGRADA FAMILIA",7,1056,876755,1.2718900947243,"Del pueblo17",0.0514705882352941,0.0654649313461035,574.775666729957,0.000113896490640513
"Del pueblo",17,"SAN CLEMENTE",7,1047,876755,1.25030253605625,"Del pueblo17",0.0514705882352941,0.0643538070028954,574.775666729957,0.000111963346272156
"Del pueblo",17,"SAN RAFAEL",7,385,876755,0.169060912113418,"Del pueblo17",0.0514705882352941,0.008701664594073,574.775666729957,1.51392362233755e-05
"Del pueblo",17,"TALCA",7,5993,876755,40.964749559455,"Del pueblo17",0.0514705882352941,2.10847975673666,574.775666729957,0.00366835250478213
"Del pueblo",17,"TENO",7,3069,876755,10.7427513957719,"Del pueblo17",0.0514705882352941,0.552935733605907,574.775666729957,0.000962002683154103
"Del pueblo",17,"VICHUQUEN",7,307,876755,0.107497533518486,"Del pueblo17",0.0514705882352941,0.00553296128403971,574.775666729957,9.6262970134385e-06
"Del pueblo",18,"CAUQUENES",5,3005,876755,10.2993709759283,"Del pueblo18",0.0367647058823529,0.378653344703246,574.775666729957,0.000658784577394341
"Del pueblo",18,"CHANCO",5,2092,876755,4.99166129648533,"Del pueblo18",0.0367647058823529,0.183516959429608,574.775666729957,0.000319284496634455
"Del pueblo",18,"COLBUN",5,3006,876755,10.3062269391107,"Del pueblo18",0.0367647058823529,0.378905402173187,574.775666729957,0.000659223109302583
"Del pueblo",18,"LINARES",5,9705,876755,107.42684672457,"Del pueblo18",0.0367647058823529,3.94951642369741,574.775666729957,0.0068714050581981
"Del pueblo",18,"LONGAVI",5,3152,876755,11.3316764660595,"Del pueblo18",0.0367647058823529,0.416605752428658,574.775666729957,0.000724814525985125
"Del pueblo",18,"PARRAL",5,5512,876755,34.6529463761256,"Del pueblo18",0.0367647058823529,1.27400538147521,574.775666729957,0.00221652629924879
"Del pueblo",18,"PELLUHUE",5,1115,876755,1.41798449966068,"Del pueblo18",0.0367647058823529,0.0521317830757603,574.775666729957,9.06993564504063e-05
"Del pueblo",18,"RETIRO",5,1839,876755,3.85731589782779,"Del pueblo18",0.0367647058823529,0.141813084478963,574.775666729957,0.000246727710805457
"Del pueblo",18,"SAN JAVIER",5,3723,876755,15.8091245558908,"Del pueblo18",0.0367647058823529,0.581217814554807,574.775666729957,0.00101120810813287
"Del pueblo",18,"VILLA ALEGRE",5,1249,876755,1.77928953926696,"Del pueblo18",0.0367647058823529,0.0654150565906969,574.775666729957,0.000113809718081594
"Del pueblo",18,"YERBAS BUENAS",5,1471,876755,2.46801101790124,"Del pueblo18",0.0367647058823529,0.0907356991875455,574.775666729957,0.000157862805333712
"Del pueblo",19,"BULNES",6,1261,876755,1.81364349219565,"Del pueblo19",0.0441176470588235,0.08001368347922,574.775666729957,0.000139208543629618
"Del pueblo",19,"CHILLAN",6,12551,876755,179.671174957656,"Del pueblo19",0.0441176470588235,7.92666948342602,574.775666729957,0.0137908925903611
"Del pueblo",19,"CHILLAN VIEJO",6,1714,876755,3.35076047470502,"Del pueblo19",0.0441176470588235,0.147827668001692,574.775666729957,0.000257191938626631
"Del pueblo",19,"COBQUECURA",6,564,876755,0.36281059132825,"Del pueblo19",0.0441176470588235,0.0160063496174228,574.775666729957,2.78479945201698e-05
"Del pueblo",19,"COELEMU",6,1494,876755,2.5457921540225,"Del pueblo19",0.0441176470588235,0.112314359736287,574.775666729957,0.000195405557746158
"Del pueblo",19,"COIHUECO",6,813,876755,0.753881072819659,"Del pueblo19",0.0441176470588235,0.033259459094985,574.775666729957,5.78651133305736e-05
"Del pueblo",19,"EL CARMEN",6,929,876755,0.984358230064271,"Del pueblo19",0.0441176470588235,0.0434275689734237,574.775666729957,7.55556845690668e-05
"Del pueblo",19,"NINHUE",6,207,876755,0.0488722619203768,"Del pueblo19",0.0441176470588235,0.00215612920236957,574.775666729957,3.75125344925669e-06
"Del pueblo",19,"ÑIQUEN",6,542,876755,0.335058254586515,"Del pueblo19",0.0441176470588235,0.0147819818199933,574.775666729957,2.57178281469216e-05
"Del pueblo",19,"PEMUCO",6,443,876755,0.223835621125628,"Del pueblo19",0.0441176470588235,0.009875100932013,574.775666729957,1.71807915742066e-05
"Del pueblo",19,"PINTO",6,644,876755,0.473035226488586,"Del pueblo19",0.0441176470588235,0.0208692011686141,574.775666729957,3.63084284471265e-05
"Del pueblo",19,"PORTEZUELO",6,329,876755,0.123456381771418,"Del pueblo19",0.0441176470588235,0.00544660507815082,574.775666729957,9.47605369089112e-06
"Del pueblo",19,"QUILLON",6,857,876755,0.837690118676255,"Del pueblo19",0.0441176470588235,0.036956917000423,574.775666729957,6.42979846566577e-05
"Del pueblo",19,"QUIRIHUE",6,368,876755,0.154460482118722,"Del pueblo19",0.0441176470588235,0.0068144330346495,574.775666729957,1.18558133704903e-05
"Del pueblo",19,"RANQUIL",6,843,876755,0.810544564901255,"Del pueblo19",0.0441176470588235,0.0357593190397613,574.775666729957,6.22143926920306e-05
"Del pueblo",19,"SAN CARLOS",6,3031,876755,10.4783673888372,"Del pueblo19",0.0441176470588235,0.462280914213408,574.775666729957,0.000804280593232904
"Del pueblo",19,"SAN FABIAN",6,1893,876755,4.08717258527183,"Del pueblo19",0.0441176470588235,0.180316437585522,574.775666729957,0.00031371619924585
"Del pueblo",19,"SAN IGNACIO",6,857,876755,0.837690118676255,"Del pueblo19",0.0441176470588235,0.036956917000423,574.775666729957,6.42979846566577e-05
"Del pueblo",19,"SAN NICOLAS",6,915,876755,0.954913288204801,"Del pueblo19",0.0441176470588235,0.0421285274208,574.775666729957,7.32956001086124e-05
"Del pueblo",19,"TREHUACO",6,463,876755,0.244502740218191,"Del pueblo19",0.0441176470588235,0.0107868855978614,574.775666729957,1.87671229355109e-05
"Del pueblo",19,"YUNGAY",6,1646,876755,3.09016315846502,"Del pueblo19",0.0441176470588235,0.136330727579339,574.775666729957,0.00023718945576621
"Del pueblo",20,"CHIGUAYANTE",8,3270,876755,12.1959954605334,"Del pueblo20",0.0588235294117647,0.717411497678438,574.775666729957,0.00124815913269254
"Del pueblo",20,"CONCEPCION",8,7474,876755,63.7129825321783,"Del pueblo20",0.0588235294117647,3.74782250189284,574.775666729957,0.00652049611497151
"Del pueblo",20,"CORONEL",8,4544,876755,23.5504057575948,"Del pueblo20",0.0588235294117647,1.38531798574087,574.775666729957,0.00241018899359865
"Del pueblo",20,"FLORIDA",8,173,876755,0.0341361041568055,"Del pueblo20",0.0588235294117647,0.00200800612687091,574.775666729957,3.49354755794545e-06
"Del pueblo",20,"HUALPEN",8,3931,876755,17.6249476763748,"Del pueblo20",0.0588235294117647,1.03676162802205,574.775666729957,0.00180376743142319
"Del pueblo",20,"HUALQUI",8,968,876755,1.0687409823725,"Del pueblo20",0.0588235294117647,0.062867116610147,574.775666729957,0.000109376788630969
"Del pueblo",20,"PENCO",8,2313,876755,6.10201139428917,"Del pueblo20",0.0588235294117647,0.358941846722892,574.775666729957,0.000624490331619295
"Del pueblo",20,"SAN PEDRO DE LA PAZ",8,3342,876755,12.7389795324806,"Del pueblo20",0.0588235294117647,0.749351737204739,574.775666729957,0.00130372905566443
"Del pueblo",20,"SANTA JUANA",8,405,876755,0.187081909997662,"Del pueblo20",0.0588235294117647,0.0110048182351566,574.775666729957,1.91462841455446e-05
"Del pueblo",20,"TALCAHUANO",8,6648,876755,50.4084995238122,"Del pueblo20",0.0588235294117647,2.9652058543419,574.775666729957,0.00515889246183941
"Del pueblo",20,"TOME",8,2031,876755,4.70480464896123,"Del pueblo20",0.0588235294117647,0.276753214644778,574.775666729957,0.000481497792380976
"Del pueblo",22,"ANGOL",5,1390,876755,2.20369430456627,"Del pueblo22",0.0367647058823529,0.0810181729619952,574.775666729957,0.000140956163685439
"Del pueblo",22,"COLLIPULLI",5,798,876755,0.726319211182143,"Del pueblo22",0.0367647058823529,0.0267029121758141,574.775666729957,4.64579725995251e-05
"Del pueblo",22,"CURACAUTIN",5,752,876755,0.644996606805778,"Del pueblo22",0.0367647058823529,0.0237131105443301,574.775666729957,4.12562881780294e-05
"Del pueblo",22,"ERCILLA",5,180,876755,0.0369544513575628,"Del pueblo22",0.0367647058823529,0.00135861953520452,574.775666729957,2.36373878340056e-06
"Del pueblo",22,"GALVARINO",5,327,876755,0.121959954605334,"Del pueblo22",0.0367647058823529,0.00448382186049024,574.775666729957,7.80099457932836e-06
"Del pueblo",22,"LAUTARO",5,1431,876755,2.33561371192636,"Del pueblo22",0.0367647058823529,0.0858681511737634,574.775666729957,0.000149394200457874
"Del pueblo",22,"LONQUIMAY",5,162,876755,0.0299331055996259,"Del pueblo22",0.0367647058823529,0.00110048182351566,574.775666729957,1.91462841455446e-06
"Del pueblo",22,"LOS SAUCES",5,261,876755,0.0776967339792758,"Del pueblo22",0.0367647058823529,0.00285649757276749,574.775666729957,4.96976079209968e-06
"Del pueblo",22,"LUMACO",5,220,876755,0.0552035631390753,"Del pueblo22",0.0367647058823529,0.00202954276246601,574.775666729957,3.5310171949564e-06
"Del pueblo",22,"MELIPEUCO",5,225,876755,0.0577413302461919,"Del pueblo22",0.0367647058823529,0.00212284302375706,574.775666729957,3.69334184906338e-06
"Del pueblo",22,"PERQUENCO",5,252,876755,0.0724307246608231,"Del pueblo22",0.0367647058823529,0.00266289428900085,574.775666729957,4.6329280154651e-06
"Del pueblo",22,"PUREN",5,196,876755,0.0438161173874115,"Del pueblo22",0.0367647058823529,0.00161088666865484,574.775666729957,2.80263546614556e-06
"Del pueblo",22,"RENAICO",5,398,876755,0.180670768914919,"Del pueblo22",0.0367647058823529,0.00664230768069556,574.775666729957,1.15563480940056e-05
"Del pueblo",22,"TRAIGUEN",5,440,876755,0.220814252556301,"Del pueblo22",0.0367647058823529,0.00811817104986402,574.775666729957,1.41240687798256e-05
"Del pueblo",22,"VICTORIA",5,917,876755,0.959092334802767,"Del pueblo22",0.0367647058823529,0.0352607476030429,574.775666729957,6.13469735134233e-05
"Del pueblo",22,"VILCUN",5,909,876755,0.942430895746246,"Del pueblo22",0.0367647058823529,0.0346481946965532,574.775666729957,6.02812483236728e-05
"Del pueblo",23,"CARAHUE",7,4419,876755,22.2725402193315,"Del pueblo23",0.0514705882352941,1.14638074658324,574.775666729957,0.00199448378374347
"Del pueblo",23,"CHOLCHOL",7,337,876755,0.129533335994662,"Del pueblo23",0.0514705882352941,0.00666715699972526,574.775666729957,1.15995811681736e-05
"Del pueblo",23,"CUNCO",7,710,876755,0.574961078066278,"Del pueblo23",0.0514705882352941,0.0295935849004702,574.775666729957,5.14871916357134e-05
"Del pueblo",23,"CURARREHUE",7,424,876755,0.205047019977075,"Del pueblo23",0.0514705882352941,0.0105538907341141,574.775666729957,1.83617563251379e-05
"Del pueblo",23,"FREIRE",7,473,876755,0.255178470610376,"Del pueblo23",0.0514705882352941,0.0131341859872988,574.775666729957,2.28509777771603e-05
"Del pueblo",23,"GORBEA",7,578,876755,0.381046016275927,"Del pueblo23",0.0514705882352941,0.0196126626024374,574.775666729957,3.41222910740442e-05
"Del pueblo",23,"LONCOCHE",7,944,876755,1.01640252978312,"Del pueblo23",0.0514705882352941,0.0523148360917783,574.775666729957,9.10178337740191e-05
"Del pueblo",23,"NUEVA IMPERIAL",7,1029,876755,1.20768173549053,"Del pueblo23",0.0514705882352941,0.0621600893267185,574.775666729957,0.000108146696049892
"Del pueblo",23,"PADRE LAS CASAS",7,1619,876755,2.98961625539632,"Del pueblo23",0.0514705882352941,0.153877307263046,574.775666729957,0.000267717156744809
"Del pueblo",23,"PITRUFQUEN",7,680,876755,0.527399330485712,"Del pueblo23",0.0514705882352941,0.0271455537749999,574.775666729957,4.7228084531549e-05
"Del pueblo",23,"PUCON",7,1300,876755,1.92756243192226,"Del pueblo23",0.0514705882352941,0.0992127722312927,574.775666729957,0.000172611295108819
"Del pueblo",23,"SAAVEDRA",7,1416,876755,2.28690569201202,"Del pueblo23",0.0514705882352941,0.117708381206501,574.775666729957,0.000204790125991543
"Del pueblo",23,"TEMUCO",7,7911,876755,71.3813106283968,"Del pueblo23",0.0514705882352941,3.67403804704983,574.775666729957,0.00639212524070888
"Del pueblo",23,"TEODORO SCHMIDT",7,357,876755,0.145364440465124,"Del pueblo23",0.0514705882352941,0.00748199325923434,574.775666729957,1.30172407990082e-05
"Del pueblo",23,"TOLTEN",7,218,876755,0.0542044242690375,"Del pueblo23",0.0514705882352941,0.00278993360208281,574.775666729957,4.8539521826932e-06
"Del pueblo",23,"VILLARRICA",7,3202,876755,11.6940353918712,"Del pueblo23",0.0514705882352941,0.601898880463957,574.775666729957,0.00104718921712241
"Del pueblo",24,"CORRAL",6,404,876755,0.186159189283209,"Del pueblo24",0.0441176470588235,0.00821290540955334,574.775666729957,1.42888884915373e-05
"Del pueblo",24,"FUTRONO",6,381,876755,0.165566207207259,"Del pueblo24",0.0441176470588235,0.00730439149443788,574.775666729957,1.27082476124892e-05
"Del pueblo",24,"LA UNION",6,1216,876755,1.68650991440026,"Del pueblo24",0.0441176470588235,0.0744048491647174,574.775666729957,0.000129450242018813
"Del pueblo",24,"LAGO RANCO",6,285,876755,0.0926427565283346,"Del pueblo24",0.0441176470588235,0.00408718043507359,574.775666729957,7.11091417339669e-06
"Del pueblo",24,"LANCO",6,493,876755,0.277214273086552,"Del pueblo24",0.0441176470588235,0.0122300414597008,574.775666729957,2.12779387987675e-05
"Del pueblo",24,"LOS LAGOS",6,505,876755,0.290873733255014,"Del pueblo24",0.0441176470588235,0.0128326647024271,574.775666729957,2.2326388268027e-05
"Del pueblo",24,"MAFIL",6,257,876755,0.07533347400357,"Del pueblo24",0.0441176470588235,0.00332353561780456,574.775666729957,5.78231788536384e-06
"Del pueblo",24,"MARIQUINA",6,639,876755,0.465718473233686,"Del pueblo24",0.0441176470588235,0.0205464032308979,574.775666729957,3.57468216213667e-05
"Del pueblo",24,"PAILLACO",6,607,876755,0.420241686674156,"Del pueblo24",0.0441176470588235,0.0185400744120951,574.775666729957,3.22561922594501e-05
"Del pueblo",24,"PANGUIPULLI",6,1191,876755,1.61787614555948,"Del pueblo24",0.0441176470588235,0.0713768887746829,574.775666729957,0.00012418216863766
"Del pueblo",24,"RIO BUENO",6,1149,876755,1.50578097644154,"Del pueblo24",0.0441176470588235,0.0664315136665384,574.775666729957,0.000115578159466082
"Del pueblo",24,"VALDIVIA",6,8217,876755,77.0102126591807,"Del pueblo24",0.0441176470588235,3.39750938202268,574.775666729957,0.00591101812182127
"Del pueblo",25,"FRESIA",2,148,876755,0.0249830340288906,"Del pueblo25",0.0147058823529412,0.000367397559248392,574.775666729957,6.39201658167974e-07
"Del pueblo",25,"FRUTILLAR",2,347,876755,0.137334831281259,"Del pueblo25",0.0147058823529412,0.00201962987178322,574.775666729957,3.51377065642566e-06
"Del pueblo",25,"LLANQUIHUE",2,380,876755,0.16469823382815,"Del pueblo25",0.0147058823529412,0.00242203285041398,574.775666729957,4.21387506571656e-06
"Del pueblo",25,"LOS MUERMOS",2,216,876755,0.0532144099548905,"Del pueblo25",0.0147058823529412,0.000782564852277801,574.775666729957,1.36151353923872e-06
"Del pueblo",25,"OSORNO",2,3363,876755,12.8995774190053,"Del pueblo25",0.0147058823529412,0.189699667926549,574.775666729957,0.000330041229834585
"Del pueblo",25,"PUERTO OCTAY",2,167,876755,0.0318093424046626,"Del pueblo25",0.0147058823529412,0.000467784447127392,574.775666729957,8.13855690497016e-07
"Del pueblo",25,"PUERTO VARAS",2,1026,876755,1.20065012460722,"Del pueblo25",0.0147058823529412,0.0176566194795179,574.775666729957,3.07191492290737e-05
"Del pueblo",25,"PURRANQUE",2,406,876755,0.188006911851087,"Del pueblo25",0.0147058823529412,0.00276480752722187,574.775666729957,4.81023760618043e-06
"Del pueblo",25,"PUYEHUE",2,174,876755,0.034531881768567,"Del pueblo25",0.0147058823529412,0.000507821790714221,574.775666729957,8.8351302970661e-07
"Del pueblo",25,"RIO NEGRO",2,234,876755,0.0624530227942812,"Del pueblo25",0.0147058823529412,0.000918426805798253,574.775666729957,1.59788741757878e-06
"Del pueblo",25,"SAN JUAN DE LA COSTA",2,52,876755,0.00308409989107561,"Del pueblo25",0.0147058823529412,4.53544101628767e-05,574.775666729957,7.89080206211743e-08
"Del pueblo",25,"SAN PABLO",2,129,876755,0.0189802168222594,"Del pueblo25",0.0147058823529412,0.000279120835621461,574.775666729957,4.85617001167515e-07
"Del pueblo",27,"AYSEN",5,727,876755,0.602824050048189,"Del pueblo27",0.0367647058823529,0.0221626488988305,574.775666729957,3.85587807238246e-05
"Del pueblo",27,"CHILE CHICO",5,390,876755,0.173480618873003,"Del pueblo27",0.0367647058823529,0.00637796392915453,574.775666729957,1.10964403998526e-05
"Del pueblo",27,"CISNES",5,330,876755,0.12420801706292,"Del pueblo27",0.0367647058823529,0.00456647121554851,574.775666729957,7.94478868865189e-06
"Del pueblo",27,"COCHRANE",5,360,876755,0.147817805430251,"Del pueblo27",0.0367647058823529,0.00543447814081806,574.775666729957,9.45495513360225e-06
"Del pueblo",27,"COYHAIQUE",5,2630,876755,7.88920508009649,"Del pueblo27",0.0367647058823529,0.290044304415312,574.775666729957,0.000504621752805659
"Del pueblo",27,"GUAITECAS",5,45,876755,0.00230965320984768,"Del pueblo27",0.0367647058823529,8.49137209502823e-05,574.775666729957,1.47733673962535e-07
"Del pueblo",27,"LAGO VERDE",5,117,876755,0.0156132556985703,"Del pueblo27",0.0367647058823529,0.000574016753623908,574.775666729957,9.98679635986737e-07
"Del pueblo",27,"O'HIGGINS",5,51,876755,0.00296662123398213,"Del pueblo27",0.0367647058823529,0.000109066957131696,574.775666729957,1.89755696778545e-07
"Del pueblo",27,"RIO IBAÑEZ",5,285,876755,0.0926427565283346,"Del pueblo27",0.0367647058823529,0.00340598369589465,574.775666729957,5.92576181116391e-06
"Del pueblo",27,"TORTEL",5,108,876755,0.0133036024887226,"Del pueblo27",0.0367647058823529,0.000489103032673626,574.775666729957,8.50945962024202e-07
"Lista del apruebo",1,"ARICA",6,9792,813782,117.82426251748,"Lista del apruebo1",0.0331491712707182,3.90577665803801,251.371977170749,0.015537836404831
"Lista del apruebo",1,"CAMARONES",6,148,813782,0.0269162994512044,"Lista del apruebo1",0.0331491712707182,0.000892253020481913,251.371977170749,3.54953257130898e-06
"Lista del apruebo",1,"GENERAL LAGOS",6,10,813782,0.000122883032556631,"Lista del apruebo1",0.0331491712707182,4.07347069248499e-06,251.371977170749,1.62049514760271e-08
"Lista del apruebo",1,"PUTRE",6,108,813782,0.0143330769174054,"Lista del apruebo1",0.0331491712707182,0.00047512962157145,251.371977170749,1.8901455401638e-06
"Lista del apruebo",2,"ALTO HOSPICIO",6,2508,813782,7.7294213929529,"Lista del apruebo2",0.0331491712707182,0.256223913578549,251.371977170749,0.00101930181901105
