"pacto2","Número Distrito...7","Comuna","n_candidatos","votos","totalvotos","votos_w","pactoid","p_candidatos","votos_w2","total_w","indice_electoral"
"Otros",21,"NEGRETE",16,2142,1337293,3.43093398380161,"Otros21",0.0325865580448065,0.11180232941105,694.67057045628,0.000160942947874725
"Otros",21,"QUILACO",16,376,1337293,0.105718043839308,"Otros21",0.0325865580448065,0.00344498717195302,694.67057045628,4.95916671652039e-06
"Otros",21,"QUILLECO",16,934,1337293,0.652329743743518,"Otros21",0.0325865580448065,0.0212571810588519,694.67057045628,3.06003765855369e-05
"Otros",21,"SAN ROSENDO",16,462,1337293,0.159609001168779,"Otros21",0.0325865580448065,0.00520110798106001,694.67057045628,7.48715751358773e-06
"Otros",21,"SANTA BARBARA",16,1054,1337293,0.830719969370961,"Otros21",0.0325865580448065,0.0270703045008867,694.67057045628,3.89685494854146e-05
"Otros",21,"TIRUA",16,230,1337293,0.0395575240429734,"Otros21",0.0325865580448065,0.00128904355333518,694.67057045628,1.85561848760701e-06
"Otros",21,"TUCAPEL",16,1483,1337293,1.64458275037707,"Otros21",0.0325865580448065,0.0535912912546499,694.67057045628,7.71463389034166e-05
"Otros",21,"YUMBEL",16,1590,1337293,1.89046080402724,"Otros21",0.0325865580448065,0.0616036107218653,694.67057045628,8.86803232234269e-05
"Otros",22,"ANGOL",9,2774,1337293,5.75421840987727,"Otros22",0.0183299389002037,0.105474471871477,694.67057045628,0.000151833799152019
"Otros",22,"COLLIPULLI",9,1095,1337293,0.896606054170627,"Otros22",0.0183299389002037,0.0164347341905003,694.67057045628,2.36583135797814e-05
"Otros",22,"CURACAUTIN",9,1254,1337293,1.17589488616182,"Otros22",0.0183299389002037,0.0215540814164081,694.67057045628,3.10277739306716e-05
"Otros",22,"ERCILLA",9,297,1337293,0.0659608627279138,"Otros22",0.0183299389002037,0.00120905858360738,694.67057045628,1.7404776235349e-06
"Otros",22,"GALVARINO",9,409,1337293,0.125089266151846,"Otros22",0.0183299389002037,0.00229287860563464,694.67057045628,3.30067042300153e-06
"Otros",22,"LAUTARO",9,1858,1337293,2.58145671890902,"Otros22",0.0183299389002037,0.0473179439311226,694.67057045628,6.81156593405746e-05
"Otros",22,"LONQUIMAY",9,373,1337293,0.104037783791585,"Otros22",0.0183299389002037,0.00190700622021235,694.67057045628,2.74519506268961e-06
"Otros",22,"LOS SAUCES",9,429,1337293,0.137622046926141,"Otros22",0.0183299389002037,0.00252260371147713,694.67057045628,3.63136689354813e-06
"Otros",22,"LUMACO",9,303,1337293,0.0686528681448269,"Otros22",0.0183299389002037,0.00125840287841842,694.67057045628,1.81151027830625e-06
"Otros",22,"MELIPEUCO",9,385,1337293,0.110839584144985,"Otros22",0.0183299389002037,0.00203168280510157,694.67057045628,2.92467090374521e-06
"Otros",22,"PERQUENCO",9,459,1337293,0.157542887011298,"Otros22",0.0183299389002037,0.00288775149307879,694.67057045628,4.15700853885609e-06
"Otros",22,"PUREN",9,769,1337293,0.442207504264211,"Otros22",0.0183299389002037,0.00810563653437455,694.67057045628,1.16683171550661e-05
"Otros",22,"RENAICO",9,828,1337293,0.512665511596935,"Otros22",0.0183299389002037,0.00939712750381347,694.67057045628,1.35274587746551e-05
"Otros",22,"TRAIGUEN",9,877,1337293,0.575138731751381,"Otros22",0.0183299389002037,0.0105422578121434,694.67057045628,1.51759096476751e-05
"Otros",22,"VICTORIA",9,1632,1337293,1.991653287649,"Otros22",0.0183299389002037,0.036506883072996,694.67057045628,5.25527993060325e-05
"Otros",22,"VILCUN",9,1787,1337293,2.38793517950068,"Otros22",0.0183299389002037,0.0437707059378943,694.67057045628,6.30092993706995e-05
"Otros",23,"CARAHUE",23,911,1337293,0.620597729891654,"Otros23",0.0468431771894094,0.02907076942466,694.67057045628,4.18482812731875e-05
"Otros",23,"CHOLCHOL",23,638,1337293,0.304379070256107,"Otros23",0.0468431771894094,0.0142580827207545,694.67057045628,2.05249557518888e-05
"Otros",23,"CUNCO",23,1347,1337293,1.35677746013776,"Otros23",0.0468431771894094,0.0635557669718297,694.67057045628,9.14905131652323e-05
"Otros",23,"CURARREHUE",23,444,1337293,0.147414216630163,"Otros23",0.0468431771894094,0.00690535026984468,694.67057045628,9.94046755904608e-06
"Otros",23,"FREIRE",23,1234,1337293,1.13868538906582,"Otros23",0.0468431771894094,0.0533396414430018,694.67057045628,7.67840811335463e-05
"Otros",23,"GORBEA",23,1071,1337293,0.857733495950401,"Otros23",0.0468431771894094,0.0401789621320962,694.67057045628,5.78388718924792e-05
"Otros",23,"LONCOCHE",23,1600,1337293,1.91431496313822,"Otros23",0.0468431771894094,0.0896725950146213,694.67057045628,0.000129086503485705
"Otros",23,"NUEVA IMPERIAL",23,2264,1337293,3.83288927706942,"Otros23",0.0468431771894094,0.17954471155315,694.67057045628,0.000258460224441666
"Otros",23,"PADRE LAS CASAS",23,3494,1337293,9.12891640051956,"Otros23",0.0468431771894094,0.427627448496843,694.67057045628,0.000615583078776412
"Otros",23,"PITRUFQUEN",23,1905,1337293,2.71370971058698,"Otros23",0.0468431771894094,0.127118784813647,694.67057045628,0.000182991464184458
"Otros",23,"PUCON",23,3014,1337293,6.79297356675014,"Otros23",0.0468431771894094,0.318204464430251,694.67057045628,0.00045806527289798
"Otros",23,"SAAVEDRA",23,483,1337293,0.174448681029513,"Otros23",0.0468431771894094,0.00817173047592422,694.67057045628,1.17634614498737e-05
"Otros",23,"TEMUCO",23,20195,1337293,304.972825700875,"Otros23",0.0468431771894094,14.2858961122609,694.67057045628,0.0205649939983459
"Otros",23,"TEODORO SCHMIDT",23,868,1337293,0.563394858120098,"Otros23",0.0468431771894094,0.0263912051665219,694.67057045628,3.79909647664898e-05
"Otros",23,"TOLTEN",23,853,1337293,0.544090935942983,"Otros23",0.0468431771894094,0.0254869481195288,694.67057045628,3.66892584823166e-05
"Otros",23,"VILLARRICA",23,4120,1337293,12.6931046524584,"Otros23",0.0468431771894094,0.594585350318823,694.67057045628,0.000855924197174904
"Otros",24,"CORRAL",12,474,1337293,0.168008058069548,"Otros24",0.0244399185336049,0.00410610325220891,694.67057045628,5.9108639790396e-06
"Otros",24,"FUTRONO",12,688,1337293,0.353956836684257,"Otros24",0.0244399185336049,0.00865067625297573,694.67057045628,1.24529188666992e-05
"Otros",24,"LA UNION",12,1440,1337293,1.55059512014196,"Otros24",0.0244399185336049,0.0378964184148747,694.67057045628,5.45530788643937e-05
"Otros",24,"LAGO RANCO",12,465,1337293,0.161688575353344,"Otros24",0.0244399185336049,0.00395165560945037,694.67057045628,5.68853176960528e-06
"Otros",24,"LANCO",12,818,1337293,0.500357064607382,"Otros24",0.0244399185336049,0.0122286858967181,694.67057045628,1.76035755893415e-05
"Otros",24,"LOS LAGOS",12,877,1337293,0.575138731751381,"Otros24",0.0244399185336049,0.0140563437495246,694.67057045628,2.02345461969002e-05
"Otros",24,"MAFIL",12,430,1337293,0.138264389329788,"Otros24",0.0244399185336049,0.00337917041131864,694.67057045628,4.86442143230439e-06
"Otros",24,"MARIQUINA",12,888,1337293,0.58965686652065,"Otros24",0.0244399185336049,0.0144111657805454,694.67057045628,2.07453236014875e-05
"Otros",24,"PAILLACO",12,812,1337293,0.493043783224768,"Otros24",0.0244399185336049,0.0120499498955137,694.67057045628,1.73462795287253e-05
"Otros",24,"PANGUIPULLI",12,1359,1337293,1.38105934899831,"Otros24",0.0244399185336049,0.0337529779795922,694.67057045628,4.85884668432438e-05
"Otros",24,"RIO BUENO",12,1480,1337293,1.63793574033514,"Otros24",0.0244399185336049,0.0400310160570706,694.67057045628,5.76258988930208e-05
"Otros",24,"VALDIVIA",12,8932,1337293,59.658297770197,"Otros24",0.0244399185336049,1.45804393735716,694.67057045628,0.00209889982297576
"Otros",25,"FRESIA",6,369,1337293,0.101818374881197,"Otros25",0.0122199592668024,0.00124421639366024,694.67057045628,1.79108839005949e-06
"Otros",25,"FRUTILLAR",6,929,1337293,0.645364179727255,"Otros25",0.0122199592668024,0.00788632398852043,694.67057045628,1.13526098900958e-05
"Otros",25,"LLANQUIHUE",6,829,1337293,0.513904581867997,"Otros25",0.0122199592668024,0.00627989305745007,694.67057045628,9.04010235142862e-06
"Otros",25,"LOS MUERMOS",6,687,1337293,0.352928640170853,"Otros25",0.0122199592668024,0.0043127736069758,694.67057045628,6.20837241477358e-06
"Otros",25,"OSORNO",6,5489,1337293,22.5299324830086,"Otros25",0.0122199592668024,0.275314857226174,694.67057045628,0.000396324342695761
"Otros",25,"PUERTO OCTAY",6,301,1337293,0.067749550771596,"Otros25",0.0122199592668024,0.000827896750773068,694.67057045628,1.19178325091458e-06
"Otros",25,"PUERTO VARAS",6,2723,1337293,5.54458073137301,"Otros25",0.0122199592668024,0.0677545506888758,694.67057045628,9.75347935703865e-05
"Otros",25,"PURRANQUE",6,661,1337293,0.326720471878638,"Otros25",0.0122199592668024,0.00399251085798743,694.67057045628,5.74734417691689e-06
"Otros",25,"PUYEHUE",6,702,1337293,0.368508621521237,"Otros25",0.0122199592668024,0.00450316034445504,694.67057045628,6.48244007443303e-06
"Otros",25,"RIO NEGRO",6,436,1337293,0.142149850481532,"Otros25",0.0122199592668024,0.00173706538266638,694.67057045628,2.50055991507662e-06
"Otros",25,"SAN JUAN DE LA COSTA",6,159,1337293,0.0189046080402724,"Otros25",0.0122199592668024,0.000231013540206995,694.67057045628,3.32551212087851e-07
"Otros",25,"SAN PABLO",6,550,1337293,0.22620323294895,"Otros25",0.0122199592668024,0.00276419429265519,694.67057045628,3.97914408672817e-06
"Otros",26,"ANCUD",10,3581,1337293,9.58919324336551,"Otros26",0.0203665987780041,0.195299251392373,694.67057045628,0.000281139376991449
"Otros",26,"CALBUCO",10,2523,1337293,4.76001070819933,"Otros26",0.0203665987780041,0.0969452282728987,694.67057045628,0.000139555686387034
"Otros",26,"CASTRO",10,4535,1337293,15.3789969737372,"Otros26",0.0203665987780041,0.313217860972245,694.67057045628,0.000450886901350254
"Otros",26,"CHAITEN",10,165,1337293,0.0203582909654055,"Otros26",0.0203665987780041,0.000414629143898279,694.67057045628,5.96871613009226e-07
"Otros",26,"CHONCHI",10,1359,1337293,1.38105934899831,"Otros26",0.0203665987780041,0.0281274816496601,694.67057045628,4.04903890360365e-05
"Otros",26,"COCHAMO",10,335,1337293,0.0839195299758542,"Otros26",0.0203665987780041,0.00170915539665691,694.67057045628,2.46038261781305e-06
"Otros",26,"CURACO DE VELEZ",10,394,1337293,0.116082264694424,"Otros26",0.0203665987780041,0.0023642009102734,694.67057045628,3.40334110990267e-06
"Otros",26,"DALCAHUE",10,1274,1337293,1.2137026066838,"Otros26",0.0203665987780041,0.0247189940261467,694.67057045628,3.5583764560388e-05
"Otros",26,"FUTALEUFU",10,140,1337293,0.014656473936527,"Otros26",0.0203665987780041,0.000298502524165519,694.67057045628,4.29703714048883e-07
"Otros",26,"HUALAIHUE",10,544,1337293,0.221294809738778,"Otros26",0.0203665987780041,0.00450702260160445,694.67057045628,6.48799991432501e-06
"Otros",26,"MAULLIN",10,1016,1337293,0.771899651011409,"Otros26",0.0203665987780041,0.0157209704890307,694.67057045628,2.26308284208798e-05
"Otros",26,"PALENA",10,43,1337293,0.00138264389329788,"Otros26",0.0203665987780041,2.81597534276554e-05,694.67057045628,4.05368452692033e-08
"Otros",26,"PUERTO MONTT",10,17010,1337293,216.362532369496,"Otros26",0.0203665987780041,4.40656888736244,694.67057045628,0.00634339365271812
"Otros",26,"PUQUELDON",10,483,1337293,0.174448681029513,"Otros26",0.0203665987780041,0.00355292629388009,694.67057045628,5.11454845646683e-06
"Otros",26,"QUEILEN",10,582,1337293,0.253290789677356,"Otros26",0.0203665987780041,0.00515867188752252,694.67057045628,7.42606943048437e-06
"Otros",26,"QUELLON",10,1622,1337293,1.96732054979724,"Otros26",0.0203665987780041,0.0400676283054428,694.67057045628,5.76786033689684e-05
"Otros",26,"QUEMCHI",10,508,1337293,0.192974912752852,"Otros26",0.0203665987780041,0.00393024262225768,694.67057045628,5.65770710521994e-06
"Otros",26,"QUINCHAO",10,761,1337293,0.433054685846707,"Otros26",0.0203665987780041,0.00881985103557448,694.67057045628,1.26964512542706e-05
"Otros",27,"AYSEN",5,512,1337293,0.196025852225354,"Otros27",0.010183299389002,0.00199618994119505,694.67057045628,2.87357781672526e-06
"Otros",27,"CHILE CHICO",5,206,1337293,0.0317327616311459,"Otros27",0.010183299389002,0.000323144212129795,694.67057045628,4.65176194116796e-07
"Otros",27,"CISNES",5,170,1337293,0.0216108212635526,"Otros27",0.010183299389002,0.000220069462968967,694.67057045628,3.16796870816651e-07
"Otros",27,"COCHRANE",5,195,1337293,0.0284343072161449,"Otros27",0.010183299389002,0.000289555063300864,694.67057045628,4.16823564456856e-07
"Otros",27,"COYHAIQUE",5,2005,1337293,3.00609141003505,"Otros27",0.010183299389002,0.0306119288190942,694.67057045628,4.40668283946265e-05
"Otros",27,"GUAITECAS",5,42,1337293,0.00131908265428743,"Otros27",0.010183299389002,1.34326135874484e-05,694.67057045628,1.93366671321997e-08
"Otros",27,"LAGO VERDE",5,56,1337293,0.00234503582984432,"Otros27",0.010183299389002,2.38802019332415e-05,694.67057045628,3.43762971239106e-08
"Otros",27,"O'HIGGINS",5,33,1337293,0.000814331638616219,"Otros27",0.010183299389002,8.29258287796558e-06,694.67057045628,1.19374322601845e-08
"Otros",27,"RIO IBAÑEZ",5,60,1337293,0.00269200541691312,"Otros27",0.010183299389002,2.74134971172416e-05,694.67057045628,3.94625859840811e-08
"Otros",27,"TORTEL",5,20,1337293,0.000299111712990347,"Otros27",0.010183299389002,3.04594412413795e-06,694.67057045628,4.38473177600901e-09
"Otros",28,"CABO DE HORNOS(EX-NAVARINO) Y ANTARTICA",15,222,1337293,0.0368535541575406,"Otros28",0.0305498981670061,0.00112587232660511,694.67057045628,1.62072840636621e-06
"Otros",28,"LAGUNA BLANCA",15,117,1337293,0.0102363505978121,"Otros28",0.0305498981670061,0.000312719468364933,694.67057045628,4.50169449613405e-07
"Otros",28,"NATALES",15,3681,1337293,10.1322305582995,"Otros28",0.0305498981670061,0.309538611760677,694.67057045628,0.000445590507105207
"Otros",28,"PORVENIR",15,1712,1337293,2.19169920129695,"Otros28",0.0305498981670061,0.0669561874123304,694.67057045628,9.63855246787721e-05
"Otros",28,"PRIMAVERA",15,170,1337293,0.0216108212635526,"Otros28",0.0305498981670061,0.000660208388906901,694.67057045628,9.50390612449952e-07
"Otros",28,"PUNTA ARENAS",15,17278,1337293,223.234013787554,"Otros28",0.0305498981670061,6.81977638862182,694.67057045628,0.00981728128218013
"Otros",28,"RIO VERDE",15,146,1337293,0.0159396631852556,"Otros28",0.0305498981670061,0.000486955087125934,694.67057045628,7.0098706903056e-07
"Otros",28,"SAN GREGORIO",15,103,1337293,0.00793319040778648,"Otros28",0.0305498981670061,0.000242358159097347,694.67057045628,3.48882145587597e-07
"Otros",28,"TIMAUKEL",15,114,1337293,0.00971813955505637,"Otros28",0.0305498981670061,0.000296888173779726,694.67057045628,4.27379806207598e-07
"Otros",28,"TORRES DEL PAINE",15,357,1337293,0.0953037217722668,"Otros28",0.0305498981670061,0.00291151899507943,694.67057045628,4.19122260090429e-06
"Vamos por Chile",1,"ARICA",6,7875,1152293,53.8193193918561,"Vamos por Chile1",0.0331491712707182,1.78406583619412,655.228433282007,0.00272281504521687
"Vamos por Chile",1,"CAMARONES",6,152,1152293,0.020050455917028,"Vamos por Chile1",0.0331491712707182,0.000664655997249549,655.228433282007,1.01438820949866e-06
"Vamos por Chile",1,"GENERAL LAGOS",6,18,1152293,0.000281178484986024,"Vamos por Chile1",0.0331491712707182,9.32083375644277e-06,655.228433282007,1.42253194199085e-08
"Vamos por Chile",1,"PUTRE",6,143,1152293,0.017746354442837,"Vamos por Chile1",0.0331491712707182,0.000588276942856476,655.228433282007,8.97819619807745e-07
"Vamos por Chile",2,"ALTO HOSPICIO",6,1946,1152293,3.28641760385596,"Vamos por Chile2",0.0331491712707182,0.108942020017325,655.228433282007,0.000166265709001118
"Vamos por Chile",2,"CAMIÑA",6,65,1152293,0.00366660215761096,"Vamos por Chile2",0.0331491712707182,0.000121544822904231,655.228433282007,1.85499921447881e-07
"Vamos por Chile",2,"COLCHANE",6,34,1152293,0.00100321706371557,"Vamos por Chile2",0.0331491712707182,3.32558142668143e-05,655.228433282007,5.07545347204144e-08
"Vamos por Chile",2,"HUARA",6,216,1152293,0.0404897018379874,"Vamos por Chile2",0.0331491712707182,0.00134220006092776,655.228433282007,2.04844599646683e-06
"Vamos por Chile",2,"IQUIQUE",6,11960,1152293,124.136482648076,"Vamos por Chile2",0.0331491712707182,4.11502152424563,655.228433282007,0.00628028534053947
"Vamos por Chile",2,"PICA",6,550,1152293,0.262520036136642,"Vamos por Chile2",0.0331491712707182,0.00870232163988869,655.228433282007,1.32813553225998e-05
"Vamos por Chile",2,"POZO ALMONTE",6,542,1152293,0.254938631059982,"Vamos por Chile2",0.0331491712707182,0.0084510043445298,655.228433282007,1.28977985619445e-05
"Vamos por Chile",3,"ANTOFAGASTA",5,11672,1152293,118.229984908352,"Vamos por Chile3",0.0276243093922652,3.26602168255117,655.228433282007,0.00498455426635231
"Vamos por Chile",3,"CALAMA",5,4395,1152293,16.7631192760869,"Vamos por Chile3",0.0276243093922652,0.463069593262069,655.228433282007,0.000706730003981324
"Vamos por Chile",3,"MARIA ELENA",5,138,1152293,0.0165270465064007,"Vamos por Chile3",0.0276243093922652,0.000456548246033169,655.228433282007,6.96777219734409e-07
"Vamos por Chile",3,"MEJILLONES",5,319,1152293,0.0883117401563665,"Vamos por Chile3",0.0276243093922652,0.0024395508330488,655.228433282007,3.72320660876881e-06
"Vamos por Chile",3,"OLLAGUE",5,24,1152293,0.000499872862197375,"Vamos por Chile3",0.0276243093922652,1.38086426021374e-05,655.228433282007,2.10745472887534e-08
"Vamos por Chile",3,"SAN PEDRO DE ATACAMA",5,113,1152293,0.011081382946872,"Vamos por Chile3",0.0276243093922652,0.000306115551018564,655.228433282007,4.67189052656409e-07
"Vamos por Chile",3,"SIERRA GORDA",5,131,1152293,0.014892913521127,"Vamos por Chile3",0.0276243093922652,0.000411406450859862,655.228433282007,6.27882475733154e-07
"Vamos por Chile",3,"TALTAL",5,305,1152293,0.0807303350797063,"Vamos por Chile3",0.0276243093922652,0.00223011975358305,655.228433282007,3.40357597488938e-06
"Vamos por Chile",3,"TOCOPILLA",5,478,1152293,0.19828637334428,"Vamos por Chile3",0.0276243093922652,0.00547752412553259,655.228433282007,8.35971677556168e-06
"Vamos por Chile",4,"ALTO DEL CARMEN",6,439,1152293,0.167249996311702,"Vamos por Chile4",0.0331491712707182,0.0055441987727636,655.228433282007,8.46147464174133e-06
"Vamos por Chile",4,"CALDERA",6,707,1152293,0.433786372042527,"Vamos por Chile4",0.0331491712707182,0.0143796587417412,655.228433282007,2.19460237244502e-05
"Vamos por Chile",4,"CHAÑARAL",6,291,1152293,0.073489121256486,"Vamos por Chile4",0.0331491712707182,0.00243610346706583,655.228433282007,3.71794528949776e-06
"Vamos por Chile",4,"COPIAPO",6,5144,1152293,22.963548333627,"Vamos por Chile4",0.0331491712707182,0.761222596694816,655.228433282007,0.00116176673359837
"Vamos por Chile",4,"DIEGO DE ALMAGRO",6,420,1152293,0.153086064047946,"Vamos por Chile4",0.0331491712707182,0.00507467615628551,655.228433282007,7.74489612861687e-06
"Vamos por Chile",4,"FREIRINA",6,204,1152293,0.0361158142937604,"Vamos por Chile4",0.0331491712707182,0.00119720931360532,655.228433282007,1.82716324993492e-06
"Vamos por Chile",4,"HUASCO",6,309,1152293,0.0828617374226868,"Vamos por Chile4",0.0331491712707182,0.00274679792561393,655.228433282007,4.19212260349471e-06
"Vamos por Chile",4,"TIERRA AMARILLA",6,552,1152293,0.264432744102411,"Vamos por Chile4",0.0331491712707182,0.00876572632383684,655.228433282007,1.33781226189006e-05
"Vamos por Chile",4,"VALLENAR",6,1565,1152293,2.12552276200584,"Vamos por Chile4",0.0331491712707182,0.0704593180775418,655.228433282007,0.000107533975173535
"Vamos por Chile",5,"ANDACOLLO",7,490,1152293,0.208367142731927,"Vamos por Chile5",0.0386740331491713,0.00805839778521263,655.228433282007,1.22986082042388e-05
"Vamos por Chile",5,"CANELA",7,474,1152293,0.194981658310864,"Vamos por Chile5",0.0386740331491713,0.00754072711699473,655.228433282007,1.15085468425471e-05
"Vamos por Chile",5,"COMBARBALA",7,635,1152293,0.349932699408918,"Vamos por Chile5",0.0386740331491713,0.0135333088169195,655.228433282007,2.06543369144281e-05
"Vamos por Chile",5,"COQUIMBO",7,7298,1152293,46.2215807958566,"Vamos por Chile5",0.0386740331491713,1.78757494790606,655.228433282007,0.00272817059991152
"Vamos por Chile",5,"ILLAPEL",7,1544,1152293,2.06886269377667,"Vamos por Chile5",0.0386740331491713,0.0800112644002027,655.228433282007,0.000122112015193587
"Vamos por Chile",5,"LA HIGUERA",7,365,1152293,0.115617295253898,"Vamos por Chile5",0.0386740331491713,0.00447138710926678,655.228433282007,6.82416525618374e-06
"Vamos por Chile",5,"LA SERENA",7,11674,1152293,118.270505852244,"Vamos por Chile5",0.0386740331491713,4.57399746389895,655.228433282007,0.00698076767057867
"Vamos por Chile",5,"LOS VILOS",7,909,1152293,0.717075431335607,"Vamos por Chile5",0.0386740331491713,0.0277321990019295,655.228433282007,4.23244743257254e-05
"Vamos por Chile",5,"MONTE PATRIA",7,1525,1152293,2.01825837699266,"Vamos por Chile5",0.0386740331491713,0.0780541913754066,655.228433282007,0.000119125159121128
"Vamos por Chile",5,"OVALLE",7,5391,1152293,25.2217803978676,"Vamos por Chile5",0.0386740331491713,0.975427971188248,655.228433282007,0.00148868382634493
"Vamos por Chile",5,"PAIHUANO",7,628,1152293,0.342260171675086,"Vamos por Chile5",0.0386740331491713,0.0132365812250033,655.228433282007,2.02014756269076e-05
"Vamos por Chile",5,"PUNITAQUI",7,536,1152293,0.249325475378224,"Vamos por Chile5",0.0386740331491713,0.00964242169971033,655.228433282007,1.47161222100999e-05
"Vamos por Chile",5,"RIO HURTADO",7,306,1152293,0.0812605821609608,"Vamos por Chile5",0.0386740331491713,0.00314267444821395,655.228433282007,4.79630353107916e-06
"Vamos por Chile",5,"SALAMANCA",7,1742,1152293,2.63350033368249,"Vamos por Chile5",0.0386740331491713,0.10184807920319,655.228433282007,0.000155439040844181
"Vamos por Chile",5,"VICUÑA",7,1513,1152293,1.98662059042275,"Vamos por Chile5",0.0386740331491713,0.0768306305688356,655.228433282007,0.000117257778610117
"Vamos por Chile",6,"CABILDO",9,643,1152293,0.358805442712921,"Vamos por Chile6",0.0497237569060773,0.0178411546100348,655.228433282007,2.72289078187119e-05
"Vamos por Chile",6,"CALERA",9,1958,1152293,3.32707392998135,"Vamos por Chile6",0.0497237569060773,0.16543461530294,655.228433282007,0.000252483877224751
"Vamos por Chile",6,"CALLE LARGA",9,736,1152293,0.470102656182065,"Vamos por Chile6",0.0497237569060773,0.0233752701968982,655.228433282007,3.56749936504017e-05
"Vamos por Chile",6,"CATEMU",9,445,1152293,0.171852992251103,"Vamos por Chile6",0.0497237569060773,0.00854517641027583,655.228433282007,1.30415225839231e-05
"Vamos por Chile",6,"HIJUELAS",9,1124,1152293,1.09640169644353,"Vamos por Chile6",0.0497237569060773,0.0545172114253687,655.228433282007,8.32033664233628e-05
"Vamos por Chile",6,"LA CRUZ",9,1660,1152293,2.39140565810953,"Vamos por Chile6",0.0497237569060773,0.118909673607656,655.228433282007,0.000181478195340278
"Vamos por Chile",6,"LA LIGUA",9,1838,1152293,2.93175780812693,"Vamos por Chile6",0.0497237569060773,0.145778012558797,655.228433282007,0.00022248425915921
"Vamos por Chile",6,"LIMACHE",9,3449,1152293,10.3234168740069,"Vamos por Chile6",0.0497237569060773,0.513319071083215,655.228433282007,0.000783420018133256
"Vamos por Chile",6,"LLAILLAY",9,842,1152293,0.61526365256059,"Vamos por Chile6",0.0497237569060773,0.030593220293068,655.228433282007,4.66909229500742e-05
"Vamos por Chile",6,"LOS ANDES",9,3479,1152293,10.5037876651164,"Vamos por Chile6",0.0497237569060773,0.522287784453303,655.228433282007,0.000797107936597301
"Vamos por Chile",6,"NOGALES",9,853,1152293,0.63144443296974,"Vamos por Chile6",0.0497237569060773,0.0313977894846832,655.228433282007,4.79188446194455e-05
"Vamos por Chile",6,"OLMUE",9,1563,1152293,2.12009358730809,"Vamos por Chile6",0.0497237569060773,0.105419018153441,655.228433282007,0.000160888955360808
"Vamos por Chile",6,"PANQUEHUE",9,549,1152293,0.261566285658248,"Vamos por Chile6",0.0497237569060773,0.0130060584028963,655.228433282007,1.98496550855549e-05
"Vamos por Chile",6,"PAPUDO",9,736,1152293,0.470102656182065,"Vamos por Chile6",0.0497237569060773,0.0233752701968982,655.228433282007,3.56749936504017e-05
"Vamos por Chile",6,"PETORCA",9,410,1152293,0.145883034957255,"Vamos por Chile6",0.0497237569060773,0.00725385256693532,655.228433282007,1.10707231226233e-05
"Vamos por Chile",6,"PUCHUNCAVI",9,1155,1152293,1.15771335936259,"Vamos por Chile6",0.0497237569060773,0.0575658576478637,655.228433282007,8.78561654589976e-05
"Vamos por Chile",6,"PUTAENDO",9,547,1152293,0.259663991710442,"Vamos por Chile6",0.0497237569060773,0.0129114692010717,655.228433282007,1.97052944366269e-05
"Vamos por Chile",6,"QUILLOTA",9,4484,1152293,17.4489092617937,"Vamos por Chile6",0.0497237569060773,0.867625322409629,655.228433282007,0.00132415700897432
"Vamos por Chile",6,"QUILPUE",9,10148,1152293,89.3712831719016,"Vamos por Chile6",0.0497237569060773,4.44387595882384,655.228433282007,0.00678217814291831
"Vamos por Chile",6,"QUINTERO",9,1480,1152293,1.90090541207835,"Vamos por Chile6",0.0497237569060773,0.0945201586116307,655.228433282007,0.000144255276191517
"Vamos por Chile",6,"RINCONADA",9,1047,1152293,0.951328351382851,"Vamos por Chile6",0.0497237569060773,0.0473036196820202,655.228433282007,7.21940887776783e-05
"Vamos por Chile",6,"SAN ESTEBAN",9,964,1152293,0.806475436369049,"Vamos por Chile6",0.0497237569060773,0.0401009885487372,655.228433282007,6.12015390539043e-05
"Vamos por Chile",6,"SAN FELIPE",9,3616,1152293,11.3473361375969,"Vamos por Chile6",0.0497237569060773,0.564232183637417,655.228433282007,0.000861122861856294
"Vamos por Chile",6,"SANTA MARIA",9,669,1152293,0.388409024440832,"Vamos por Chile6",0.0497237569060773,0.0193131559114226,655.228433282007,2.9475454559693e-05
"Vamos por Chile",6,"VILLA ALEMANA",9,7687,1152293,51.2803332138614,"Vamos por Chile6",0.0497237569060773,2.54985082278869,655.228433282007,0.0038915448311921
"Vamos por Chile",6,"ZAPALLAR",9,1863,1152293,3.01205422579153,"Vamos por Chile6",0.0497237569060773,0.149770652111181,655.228433282007,0.000228577766933873
"Vamos por Chile",7,"ALGARROBO",8,1943,1152293,3.27629257489198,"Vamos por Chile7",0.0441988950276243,0.144808511597435,655.228433282007,0.000221004621048108
"Vamos por Chile",7,"CARTAGENA",8,1247,1152293,1.34949097148034,"Vamos por Chile7",0.0441988950276243,0.0596460097891865,655.228433282007,9.10308630692697e-05
"Vamos por Chile",7,"CASABLANCA",8,1908,1152293,3.15932145730296,"Vamos por Chile7",0.0441988950276243,0.139638517449855,655.228433282007,0.00021311425200279
"Vamos por Chile",7,"CONCON",8,7742,1152293,52.0167735115982,"Vamos por Chile7",0.0441988950276243,2.29908391211484,655.228433282007,0.00350882805954992
"Vamos por Chile",7,"EL QUISCO",8,1183,1152293,1.21452529868705,"Vamos por Chile7",0.0441988950276243,0.0536806761850631,655.228433282007,8.19266586405283e-05
